category,report_type,stock_symbol,year,month,value_type
Profit before tax,profit-loss,AXISBANK,2020,3,5280.0
Profit before tax,profit-loss,AXISBANK,2021,3,9750.0
Profit before tax,profit-loss,AXISBANK,2022,3,18929.0
Profit before tax,profit-loss,AXISBANK,2023,3,18621.0
Profit before tax,profit-loss,AXISBANK,2024,3,35178.0
Tax %,profit-loss,AXISBANK,2013,3,0.31
Tax %,profit-loss,AXISBANK,2014,3,0.33
Tax %,profit-loss,AXISBANK,2015,3,0.34
Tax %,profit-loss,AXISBANK,2016,3,0.34
Tax %,profit-loss,AXISBANK,2017,3,0.33
Tax %,profit-loss,AXISBANK,2018,3,0.18
Tax %,profit-loss,AXISBANK,2019,3,0.34
Tax %,profit-loss,AXISBANK,2020,3,0.64
Tax %,profit-loss,AXISBANK,2021,3,0.26
Tax %,profit-loss,AXISBANK,2022,3,0.25
Tax %,profit-loss,AXISBANK,2023,3,0.42
Tax %,profit-loss,AXISBANK,2024,3,0.25
Net Profit_profit-loss,profit-loss,AXISBANK,2013,3,5235.0
Net Profit_profit-loss,profit-loss,AXISBANK,2014,3,6311.0
Net Profit_profit-loss,profit-loss,AXISBANK,2015,3,7450.0
Net Profit_profit-loss,profit-loss,AXISBANK,2016,3,8358.0
Net Profit_profit-loss,profit-loss,AXISBANK,2017,3,3967.0
Net Profit_profit-loss,profit-loss,AXISBANK,2018,3,464.0
Net Profit_profit-loss,profit-loss,AXISBANK,2019,3,5047.0
Net Profit_profit-loss,profit-loss,AXISBANK,2020,3,1879.0
Net Profit_profit-loss,profit-loss,AXISBANK,2021,3,7252.0
Net Profit_profit-loss,profit-loss,AXISBANK,2022,3,14207.0
Net Profit_profit-loss,profit-loss,AXISBANK,2023,3,10919.0
Net Profit_profit-loss,profit-loss,AXISBANK,2024,3,26492.0
EPS in Rs,profit-loss,AXISBANK,2013,3,22.37
EPS in Rs,profit-loss,AXISBANK,2014,3,26.86
EPS in Rs,profit-loss,AXISBANK,2015,3,31.42
EPS in Rs,profit-loss,AXISBANK,2016,3,35.04
EPS in Rs,profit-loss,AXISBANK,2017,3,16.51
EPS in Rs,profit-loss,AXISBANK,2018,3,1.78
EPS in Rs,profit-loss,AXISBANK,2019,3,19.59
EPS in Rs,profit-loss,AXISBANK,2020,3,6.57
EPS in Rs,profit-loss,AXISBANK,2021,3,23.49
EPS in Rs,profit-loss,AXISBANK,2022,3,45.99
EPS in Rs,profit-loss,AXISBANK,2023,3,35.16
EPS in Rs,profit-loss,AXISBANK,2024,3,85.49
Dividend Payout %,profit-loss,AXISBANK,2013,3,0.16
Dividend Payout %,profit-loss,AXISBANK,2014,3,0.15
Dividend Payout %,profit-loss,AXISBANK,2015,3,0.15
Dividend Payout %,profit-loss,AXISBANK,2016,3,0.14
Dividend Payout %,profit-loss,AXISBANK,2017,3,0.3
Dividend Payout %,profit-loss,AXISBANK,2018,3,0.0
Dividend Payout %,profit-loss,AXISBANK,2019,3,0.05
Dividend Payout %,profit-loss,AXISBANK,2020,3,0.0
Dividend Payout %,profit-loss,AXISBANK,2021,3,0.0
Dividend Payout %,profit-loss,AXISBANK,2022,3,0.02
Dividend Payout %,profit-loss,AXISBANK,2023,3,0.03
Dividend Payout %,profit-loss,AXISBANK,2024,3,0.01
Equity Capital,balance-sheet,AXISBANK,2013,3,468.0
Equity Capital,balance-sheet,AXISBANK,2014,3,470.0
Equity Capital,balance-sheet,AXISBANK,2015,3,474.0
Equity Capital,balance-sheet,AXISBANK,2016,3,477.0
Equity Capital,balance-sheet,AXISBANK,2017,3,479.0
Equity Capital,balance-sheet,AXISBANK,2018,3,513.0
Equity Capital,balance-sheet,AXISBANK,2019,3,514.0
Equity Capital,balance-sheet,AXISBANK,2020,3,564.0
Equity Capital,balance-sheet,AXISBANK,2021,3,613.0
Equity Capital,balance-sheet,AXISBANK,2022,3,614.0
Equity Capital,balance-sheet,AXISBANK,2023,3,615.0
Equity Capital,balance-sheet,AXISBANK,2024,3,617.0
Reserves,balance-sheet,AXISBANK,2013,3,32690.0
Reserves,balance-sheet,AXISBANK,2014,3,37926.0
Reserves,balance-sheet,AXISBANK,2015,3,44475.0
Reserves,balance-sheet,AXISBANK,2016,3,53082.0
Reserves,balance-sheet,AXISBANK,2017,3,55901.0
Reserves,balance-sheet,AXISBANK,2018,3,63694.0
Reserves,balance-sheet,AXISBANK,2019,3,67288.0
Reserves,balance-sheet,AXISBANK,2020,3,85776.0
Reserves,balance-sheet,AXISBANK,2021,3,102981.0
Reserves,balance-sheet,AXISBANK,2022,3,117647.0
Reserves,balance-sheet,AXISBANK,2023,3,129166.0
Reserves,balance-sheet,AXISBANK,2024,3,156406.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2013,3,296254.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2014,3,333280.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2015,3,406638.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2016,3,472150.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2017,3,527437.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2018,3,611425.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2019,3,711996.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2020,3,797337.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2021,3,850551.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2022,3,1020943.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2023,3,1152038.0
Borrowings_balance-sheet,balance-sheet,AXISBANK,2024,3,1295302.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2013,3,11145.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2014,3,14674.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2015,3,15656.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2016,3,20678.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2017,3,27644.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2018,3,28071.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2019,3,34248.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2020,3,44194.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2021,3,46859.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2022,3,56576.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2023,3,62598.0
Other Liabilities_balance-sheet,balance-sheet,AXISBANK,2024,3,65913.0
Total Liabilities,balance-sheet,AXISBANK,2013,3,340558.0
Total Liabilities,balance-sheet,AXISBANK,2014,3,386350.0
Total Liabilities,balance-sheet,AXISBANK,2015,3,467243.0
Total Liabilities,balance-sheet,AXISBANK,2016,3,546387.0
Total Liabilities,balance-sheet,AXISBANK,2017,3,611462.0
Total Liabilities,balance-sheet,AXISBANK,2018,3,703703.0
Total Liabilities,balance-sheet,AXISBANK,2019,3,814046.0
Total Liabilities,balance-sheet,AXISBANK,2020,3,927872.0
Total Liabilities,balance-sheet,AXISBANK,2021,3,1001005.0
Total Liabilities,balance-sheet,AXISBANK,2022,3,1195779.0
Total Liabilities,balance-sheet,AXISBANK,2023,3,1344418.0
Total Liabilities,balance-sheet,AXISBANK,2024,3,1518239.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2013,3,2245.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2014,3,2346.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2015,3,2447.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2016,3,3358.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2017,3,3518.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2018,3,3697.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2019,3,3842.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2020,3,3912.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2021,3,4501.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2022,3,4753.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2023,3,5000.0
Fixed Assets_balance-sheet,balance-sheet,AXISBANK,2024,3,5860.0
CWIP,balance-sheet,AXISBANK,2013,3,142.0
CWIP,balance-sheet,AXISBANK,2014,3,102.0
CWIP,balance-sheet,AXISBANK,2015,3,105.0
CWIP,balance-sheet,AXISBANK,2016,3,216.0
CWIP,balance-sheet,AXISBANK,2017,3,292.0
CWIP,balance-sheet,AXISBANK,2018,3,352.0
CWIP,balance-sheet,AXISBANK,2019,3,288.0
CWIP,balance-sheet,AXISBANK,2020,3,483.0
CWIP,balance-sheet,AXISBANK,2021,3,118.0
CWIP,balance-sheet,AXISBANK,2022,3,215.0
CWIP,balance-sheet,AXISBANK,2023,3,142.0
CWIP,balance-sheet,AXISBANK,2024,3,267.0
Investments,balance-sheet,AXISBANK,2013,3,113378.0
Investments,balance-sheet,AXISBANK,2014,3,113093.0
Investments,balance-sheet,AXISBANK,2015,3,118527.0
Investments,balance-sheet,AXISBANK,2016,3,131399.0
Investments,balance-sheet,AXISBANK,2017,3,129018.0
Investments,balance-sheet,AXISBANK,2018,3,153037.0
Investments,balance-sheet,AXISBANK,2019,3,174056.0
Investments,balance-sheet,AXISBANK,2020,3,155282.0
Investments,balance-sheet,AXISBANK,2021,3,225336.0
Investments,balance-sheet,AXISBANK,2022,3,274608.0
Investments,balance-sheet,AXISBANK,2023,3,288095.0
Investments,balance-sheet,AXISBANK,2024,3,332354.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2013,3,224792.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2014,3,270810.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2015,3,346164.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2016,3,411414.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2017,3,478633.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2018,3,546618.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2019,3,635860.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2020,3,768196.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2021,3,771050.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2022,3,916203.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2023,3,1051181.0
Other Assets_balance-sheet,balance-sheet,AXISBANK,2024,3,1179758.0
Total Assets,balance-sheet,AXISBANK,2013,3,340558.0
Total Assets,balance-sheet,AXISBANK,2014,3,386350.0
Total Assets,balance-sheet,AXISBANK,2015,3,467243.0
Total Assets,balance-sheet,AXISBANK,2016,3,546387.0
Total Assets,balance-sheet,AXISBANK,2017,3,611462.0
Total Assets,balance-sheet,AXISBANK,2018,3,703703.0
Total Assets,balance-sheet,AXISBANK,2019,3,814046.0
Total Assets,balance-sheet,AXISBANK,2020,3,927872.0
Total Assets,balance-sheet,AXISBANK,2021,3,1001005.0
Total Assets,balance-sheet,AXISBANK,2022,3,1195779.0
Total Assets,balance-sheet,AXISBANK,2023,3,1344418.0
Total Assets,balance-sheet,AXISBANK,2024,3,1518239.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2013,3,2573.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2014,3,14464.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2015,3,-15162.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2016,3,-34495.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2017,3,32209.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2018,3,-38390.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2019,3,37125.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2020,3,30416.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2021,3,12633.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2022,3,28137.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2023,3,22075.0
Cash from Operating Activity_cash-flow,cash-flow,AXISBANK,2024,3,-5555.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2013,3,-10939.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2014,3,-14166.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2015,3,-7972.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2016,3,9211.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2017,3,-12458.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2018,3,-10007.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2019,3,-18674.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2020,3,-9485.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2021,3,-54288.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2022,3,-27112.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2023,3,-32351.0
Cash from Investing Activity_cash-flow,cash-flow,AXISBANK,2024,3,-9001.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2013,3,14931.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2014,3,7785.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2015,3,31045.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2016,3,22495.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2017,3,-2487.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2018,3,41342.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2019,3,5643.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2020,3,8865.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2021,3,7279.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2022,3,47894.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2023,3,6641.0
Cash from Financing Activity_cash-flow,cash-flow,AXISBANK,2024,3,22341.0
Net Cash Flow,cash-flow,AXISBANK,2013,3,6566.0
Net Cash Flow,cash-flow,AXISBANK,2014,3,8082.0
Net Cash Flow,cash-flow,AXISBANK,2015,3,7910.0
Net Cash Flow,cash-flow,AXISBANK,2016,3,-2789.0
Net Cash Flow,cash-flow,AXISBANK,2017,3,17263.0
Net Cash Flow,cash-flow,AXISBANK,2018,3,-7055.0
Net Cash Flow,cash-flow,AXISBANK,2019,3,24094.0
Net Cash Flow,cash-flow,AXISBANK,2020,3,29795.0
Net Cash Flow,cash-flow,AXISBANK,2021,3,-34375.0
Net Cash Flow,cash-flow,AXISBANK,2022,3,48919.0
Net Cash Flow,cash-flow,AXISBANK,2023,3,-3636.0
Net Cash Flow,cash-flow,AXISBANK,2024,3,7785.0
Revenue,quarters,AXISBANK,2021,9,16683.0
Revenue,quarters,AXISBANK,2021,12,17653.0
Revenue,quarters,AXISBANK,2022,3,18209.0
Revenue,quarters,AXISBANK,2022,6,19193.0
Revenue,quarters,AXISBANK,2022,9,20783.0
Revenue,quarters,AXISBANK,2022,12,22843.0
Revenue,quarters,AXISBANK,2023,3,24630.0
Revenue,quarters,AXISBANK,2023,6,26246.0
Revenue,quarters,AXISBANK,2023,9,27418.0
Revenue,quarters,AXISBANK,2023,12,28865.0
Revenue,quarters,AXISBANK,2024,3,30231.0
Revenue,quarters,AXISBANK,2024,6,31159.0
Revenue,quarters,AXISBANK,2024,9,31601.0
Interest,quarters,AXISBANK,2021,9,8598.0
Interest,quarters,AXISBANK,2021,12,8795.0
Interest,quarters,AXISBANK,2022,3,9162.0
Interest,quarters,AXISBANK,2022,6,9565.0
Interest,quarters,AXISBANK,2022,9,10150.0
Interest,quarters,AXISBANK,2022,12,11094.0
Interest,quarters,AXISBANK,2023,3,12580.0
Interest,quarters,AXISBANK,2023,6,13972.0
Interest,quarters,AXISBANK,2023,9,14749.0
Interest,quarters,AXISBANK,2023,12,15943.0
Interest,quarters,AXISBANK,2024,3,16727.0
Interest,quarters,AXISBANK,2024,6,17261.0
Interest,quarters,AXISBANK,2024,9,17615.0
Expenses_quarters,quarters,AXISBANK,2021,9,7827.0
Expenses_quarters,quarters,AXISBANK,2021,12,7994.0
Expenses_quarters,quarters,AXISBANK,2022,3,7936.0
Expenses_quarters,quarters,AXISBANK,2022,6,7168.0
Expenses_quarters,quarters,AXISBANK,2022,9,7450.0
Expenses_quarters,quarters,AXISBANK,2022,12,8577.0
Expenses_quarters,quarters,AXISBANK,2023,3,8101.0
Expenses_quarters,quarters,AXISBANK,2023,6,9731.0
Expenses_quarters,quarters,AXISBANK,2023,9,10059.0
Expenses_quarters,quarters,AXISBANK,2023,12,10506.0
Expenses_quarters,quarters,AXISBANK,2024,3,11124.0
Expenses_quarters,quarters,AXISBANK,2024,6,11892.0
Expenses_quarters,quarters,AXISBANK,2024,9,12412.0
Financing Profit,quarters,AXISBANK,2021,9,258.0
Financing Profit,quarters,AXISBANK,2021,12,864.0
Financing Profit,quarters,AXISBANK,2022,3,1111.0
Financing Profit,quarters,AXISBANK,2022,6,2460.0
Financing Profit,quarters,AXISBANK,2022,9,3182.0
Financing Profit,quarters,AXISBANK,2022,12,3171.0
Financing Profit,quarters,AXISBANK,2023,3,3948.0
Financing Profit,quarters,AXISBANK,2023,6,2543.0
Financing Profit,quarters,AXISBANK,2023,9,2609.0
Financing Profit,quarters,AXISBANK,2023,12,2416.0
Financing Profit,quarters,AXISBANK,2024,3,2379.0
Financing Profit,quarters,AXISBANK,2024,6,2006.0
Financing Profit,quarters,AXISBANK,2024,9,1575.0
Financing Margin %,quarters,AXISBANK,2021,9,0.02
Financing Margin %,quarters,AXISBANK,2021,12,0.05
Financing Margin %,quarters,AXISBANK,2022,3,0.06
Financing Margin %,quarters,AXISBANK,2022,6,0.13
Financing Margin %,quarters,AXISBANK,2022,9,0.15
Financing Margin %,quarters,AXISBANK,2022,12,0.14
Financing Margin %,quarters,AXISBANK,2023,3,0.16
Financing Margin %,quarters,AXISBANK,2023,6,0.1
Financing Margin %,quarters,AXISBANK,2023,9,0.1
Financing Margin %,quarters,AXISBANK,2023,12,0.08
Financing Margin %,quarters,AXISBANK,2024,3,0.08
Financing Margin %,quarters,AXISBANK,2024,6,0.06
Financing Margin %,quarters,AXISBANK,2024,9,0.05
Other Income_quarters,quarters,AXISBANK,2021,9,4284.0
Other Income_quarters,quarters,AXISBANK,2021,12,4438.0
Other Income_quarters,quarters,AXISBANK,2022,3,4792.0
Other Income_quarters,quarters,AXISBANK,2022,6,3423.0
Other Income_quarters,quarters,AXISBANK,2022,9,4390.0
Other Income_quarters,quarters,AXISBANK,2022,12,5148.0
Other Income_quarters,quarters,AXISBANK,2023,3,-7101.0
Other Income_quarters,quarters,AXISBANK,2023,6,5648.0
Other Income_quarters,quarters,AXISBANK,2023,9,5705.0
Other Income_quarters,quarters,AXISBANK,2023,12,6272.0
Other Income_quarters,quarters,AXISBANK,2024,3,7606.0
Other Income_quarters,quarters,AXISBANK,2024,6,6637.0
Other Income_quarters,quarters,AXISBANK,2024,9,7603.0
Depreciation,quarters,AXISBANK,2021,9,0.0
Depreciation,quarters,AXISBANK,2021,12,0.0
Depreciation,quarters,AXISBANK,2022,3,0.0
Depreciation,quarters,AXISBANK,2022,6,0.0
Depreciation,quarters,AXISBANK,2022,9,0.0
Depreciation,quarters,AXISBANK,2022,12,0.0
Depreciation,quarters,AXISBANK,2023,3,0.0
Depreciation,quarters,AXISBANK,2023,6,0.0
Depreciation,quarters,AXISBANK,2023,9,0.0
Depreciation,quarters,AXISBANK,2023,12,0.0
Depreciation,quarters,AXISBANK,2024,3,0.0
Depreciation,quarters,AXISBANK,2024,6,0.0
Depreciation,quarters,AXISBANK,2024,9,0.0
Profit before tax,quarters,AXISBANK,2021,9,4542.0
Profit before tax,quarters,AXISBANK,2021,12,5301.0
Profit before tax,quarters,AXISBANK,2022,3,5903.0
Profit before tax,quarters,AXISBANK,2022,6,5883.0
Profit before tax,quarters,AXISBANK,2022,9,7573.0
Profit before tax,quarters,AXISBANK,2022,12,8319.0
Profit before tax,quarters,AXISBANK,2023,3,-3153.0
Profit before tax,quarters,AXISBANK,2023,6,8192.0
Profit before tax,quarters,AXISBANK,2023,9,8314.0
Profit before tax,quarters,AXISBANK,2023,12,8688.0
Profit before tax,quarters,AXISBANK,2024,3,9985.0
Profit before tax,quarters,AXISBANK,2024,6,8643.0
Profit before tax,quarters,AXISBANK,2024,9,9177.0
Tax %,quarters,AXISBANK,2021,9,0.26
Tax %,quarters,AXISBANK,2021,12,0.25
Tax %,quarters,AXISBANK,2022,3,0.25
Tax %,quarters,AXISBANK,2022,6,0.25
Tax %,quarters,AXISBANK,2022,9,0.26
Tax %,quarters,AXISBANK,2022,12,0.25
Tax %,quarters,AXISBANK,2023,3,0.7
Tax %,quarters,AXISBANK,2023,6,0.26
Tax %,quarters,AXISBANK,2023,9,0.25
Tax %,quarters,AXISBANK,2023,12,0.25
Tax %,quarters,AXISBANK,2024,3,0.24
Tax %,quarters,AXISBANK,2024,6,0.25
Tax %,quarters,AXISBANK,2024,9,0.19
Net Profit_quarters,quarters,AXISBANK,2021,9,3406.0
Net Profit_quarters,quarters,AXISBANK,2021,12,3983.0
Net Profit_quarters,quarters,AXISBANK,2022,3,4444.0
Net Profit_quarters,quarters,AXISBANK,2022,6,4402.0
Net Profit_quarters,quarters,AXISBANK,2022,9,5636.0
Net Profit_quarters,quarters,AXISBANK,2022,12,6215.0
Net Profit_quarters,quarters,AXISBANK,2023,3,-5334.0
Net Profit_quarters,quarters,AXISBANK,2023,6,6113.0
Net Profit_quarters,quarters,AXISBANK,2023,9,6230.0
Net Profit_quarters,quarters,AXISBANK,2023,12,6520.0
Net Profit_quarters,quarters,AXISBANK,2024,3,7630.0
Net Profit_quarters,quarters,AXISBANK,2024,6,6467.0
Net Profit_quarters,quarters,AXISBANK,2024,9,7436.0
EPS in Rs,quarters,AXISBANK,2021,9,11.05
EPS in Rs,quarters,AXISBANK,2021,12,12.9
EPS in Rs,quarters,AXISBANK,2022,3,14.39
EPS in Rs,quarters,AXISBANK,2022,6,14.26
EPS in Rs,quarters,AXISBANK,2022,9,18.27
EPS in Rs,quarters,AXISBANK,2022,12,20.12
EPS in Rs,quarters,AXISBANK,2023,3,-17.43
EPS in Rs,quarters,AXISBANK,2023,6,19.78
EPS in Rs,quarters,AXISBANK,2023,9,20.13
EPS in Rs,quarters,AXISBANK,2023,12,21.05
EPS in Rs,quarters,AXISBANK,2024,3,24.62
EPS in Rs,quarters,AXISBANK,2024,6,20.83
EPS in Rs,quarters,AXISBANK,2024,9,23.93
Gross NPA %,quarters,AXISBANK,2021,9,0.0
Gross NPA %,quarters,AXISBANK,2021,12,0.0
Gross NPA %,quarters,AXISBANK,2022,3,0.0
Gross NPA %,quarters,AXISBANK,2022,6,0.0
Gross NPA %,quarters,AXISBANK,2022,9,0.0
Gross NPA %,quarters,AXISBANK,2022,12,0.0
Gross NPA %,quarters,AXISBANK,2023,3,0.0
Gross NPA %,quarters,AXISBANK,2023,6,0.0
Gross NPA %,quarters,AXISBANK,2023,9,0.0
Gross NPA %,quarters,AXISBANK,2023,12,0.0
Gross NPA %,quarters,AXISBANK,2024,3,0.0
Gross NPA %,quarters,AXISBANK,2024,6,0.0
Gross NPA %,quarters,AXISBANK,2024,9,0.0
Net NPA %,quarters,AXISBANK,2021,9,0.0
Net NPA %,quarters,AXISBANK,2021,12,0.0
Net NPA %,quarters,AXISBANK,2022,3,0.0
Net NPA %,quarters,AXISBANK,2022,6,0.0
Net NPA %,quarters,AXISBANK,2022,9,0.0
Net NPA %,quarters,AXISBANK,2022,12,0.0
Net NPA %,quarters,AXISBANK,2023,3,0.0
Net NPA %,quarters,AXISBANK,2023,6,0.0
Net NPA %,quarters,AXISBANK,2023,9,0.0
Net NPA %,quarters,AXISBANK,2023,12,0.0
Net NPA %,quarters,AXISBANK,2024,3,0.0
Net NPA %,quarters,AXISBANK,2024,6,0.0
Net NPA %,quarters,AXISBANK,2024,9,0.0
promoters_quarterly,shareholding,AXISBANK,2021,12,0.0971
promoters_quarterly,shareholding,AXISBANK,2022,3,0.09699999999999999
promoters_quarterly,shareholding,AXISBANK,2022,6,0.09699999999999999
promoters_quarterly,shareholding,AXISBANK,2022,9,0.0969
promoters_quarterly,shareholding,AXISBANK,2022,12,0.0819
promoters_quarterly,shareholding,AXISBANK,2023,3,0.0816
promoters_quarterly,shareholding,AXISBANK,2023,6,0.0819
promoters_quarterly,shareholding,AXISBANK,2023,9,0.08220000000000001
promoters_quarterly,shareholding,AXISBANK,2023,12,0.08199999999999999
promoters_quarterly,shareholding,AXISBANK,2024,3,0.08220000000000001
promoters_quarterly,shareholding,AXISBANK,2024,6,0.08310000000000001
promoters_quarterly,shareholding,AXISBANK,2024,9,0.08289999999999999
foreign_institutions_quarterly,shareholding,AXISBANK,2021,12,0.4744
foreign_institutions_quarterly,shareholding,AXISBANK,2022,3,0.4693
foreign_institutions_quarterly,shareholding,AXISBANK,2022,6,0.4658
foreign_institutions_quarterly,shareholding,AXISBANK,2022,9,0.4612
foreign_institutions_quarterly,shareholding,AXISBANK,2022,12,0.49450000000000005
foreign_institutions_quarterly,shareholding,AXISBANK,2023,3,0.4905
foreign_institutions_quarterly,shareholding,AXISBANK,2023,6,0.52
foreign_institutions_quarterly,shareholding,AXISBANK,2023,9,0.53
foreign_institutions_quarterly,shareholding,AXISBANK,2023,12,0.5468
foreign_institutions_quarterly,shareholding,AXISBANK,2024,3,0.5384
foreign_institutions_quarterly,shareholding,AXISBANK,2024,6,0.5343
foreign_institutions_quarterly,shareholding,AXISBANK,2024,9,0.5178
domestic_institutions_quarterly,shareholding,AXISBANK,2021,12,0.30210000000000004
domestic_institutions_quarterly,shareholding,AXISBANK,2022,3,0.305
domestic_institutions_quarterly,shareholding,AXISBANK,2022,6,0.3147
domestic_institutions_quarterly,shareholding,AXISBANK,2022,9,0.3226
domestic_institutions_quarterly,shareholding,AXISBANK,2022,12,0.3151
domestic_institutions_quarterly,shareholding,AXISBANK,2023,3,0.3201
domestic_institutions_quarterly,shareholding,AXISBANK,2023,6,0.2991
domestic_institutions_quarterly,shareholding,AXISBANK,2023,9,0.2903
domestic_institutions_quarterly,shareholding,AXISBANK,2023,12,0.2883
domestic_institutions_quarterly,shareholding,AXISBANK,2024,3,0.3012
domestic_institutions_quarterly,shareholding,AXISBANK,2024,6,0.31629999999999997
domestic_institutions_quarterly,shareholding,AXISBANK,2024,9,0.3321
public_quarterly,shareholding,AXISBANK,2021,12,0.1264
public_quarterly,shareholding,AXISBANK,2022,3,0.12869999999999998
public_quarterly,shareholding,AXISBANK,2022,6,0.1225
public_quarterly,shareholding,AXISBANK,2022,9,0.1195
public_quarterly,shareholding,AXISBANK,2022,12,0.10830000000000001
public_quarterly,shareholding,AXISBANK,2023,3,0.1079
public_quarterly,shareholding,AXISBANK,2023,6,0.09910000000000001
public_quarterly,shareholding,AXISBANK,2023,9,0.09759999999999999
public_quarterly,shareholding,AXISBANK,2023,12,0.0827
public_quarterly,shareholding,AXISBANK,2024,3,0.0781
public_quarterly,shareholding,AXISBANK,2024,6,0.0663
public_quarterly,shareholding,AXISBANK,2024,9,0.06709999999999999
No. of Shareholders,shareholding,AXISBANK,2021,12,852514.0
No. of Shareholders,shareholding,AXISBANK,2022,3,813530.0
No. of Shareholders,shareholding,AXISBANK,2022,6,916563.0
No. of Shareholders,shareholding,AXISBANK,2022,9,850806.0
No. of Shareholders,shareholding,AXISBANK,2022,12,809805.0
No. of Shareholders,shareholding,AXISBANK,2023,3,846261.0
No. of Shareholders,shareholding,AXISBANK,2023,6,801209.0
No. of Shareholders,shareholding,AXISBANK,2023,9,785601.0
